"gid","SITE_CODE","SITE_NAME","Metro_ID","LAT","LON","date_time","sample_utc_offset","value","unit","parameter","method","mdl","pql","matrix","lab_batch","qualifier","dup"
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-12-21 14:30:00",8,"0.725","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-12-21 14:30:00",8,"6.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-12-21 14:30:00",8,"12","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-07-13 13:40:00",8,"70","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-07-13 13:40:00",8,"0.013","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-07-13 13:40:00",8,"0.626","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-07-13 13:40:00",8,"9.04","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-07-13 13:40:00",8,"0.2","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-07-13 13:40:00",8,"104","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-07-13 13:40:00",8,"6.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-07-13 13:40:00",8,"13.74","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-06-15 14:15:00",8,"9.87","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-06-15 14:15:00",8,"0.029","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-06-15 14:15:00",8,"10","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-06-15 14:15:00",8,"12.04","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-06-15 14:15:00",8,"0.4","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-06-15 14:15:00",8,"96","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-06-15 14:15:00",8,"7.1","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-06-15 14:15:00",8,"0.653","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-05-18 14:15:00",8,"65","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-05-18 14:15:00",8,"0.038","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-05-18 14:15:00",8,"0.218","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-05-18 14:15:00",8,"2.2","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-05-18 14:15:00",8,"12.96","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-05-18 14:15:00",8,"77","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-05-18 14:15:00",8,"10.9","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-05-18 14:15:00",8,"6.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-04-13 15:15:00",8,,"#cfu/100ml","Fecal Coliform","External_files",,5,"Water","See TC Env Health files","U  ",0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-04-13 15:15:00",8,"0.03","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-04-13 15:15:00",8,"87","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-04-13 15:15:00",8,"12.25","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-04-13 15:15:00",8,"7","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-04-13 15:15:00",8,"1.1","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-04-13 15:15:00",8,"9.52","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-04-13 15:15:00",8,"0.591","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-03-15 15:15:00",8,"0.626","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-03-15 15:15:00",8,"0.025","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-03-15 15:15:00",8,"20","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-03-15 15:15:00",8,"75","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-03-15 15:15:00",8,"10.95","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-03-15 15:15:00",8,"6.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-03-15 15:15:00",8,"8.71","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-03-15 15:15:00",8,"3.1","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-02-15 14:30:00",8,"0.924","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-02-15 14:30:00",8,"0.046","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-02-15 14:30:00",8,"40","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-02-15 14:30:00",8,"89","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-02-15 14:30:00",8,"10.72","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-02-15 14:30:00",8,"6.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-02-15 14:30:00",8,"3.7","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-02-15 14:30:00",8,"7.62","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-01-10 15:20:00",8,"5.81","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-01-10 15:20:00",8,"0.6","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-01-10 15:20:00",8,"88","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-01-10 15:20:00",8,"10.86","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-01-10 15:20:00",8,"6.8","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-01-10 15:20:00",8,"0.871","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-01-10 15:20:00",8,"0.03","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2011-01-10 15:20:00",8,"10","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-12-15 12:15:00",8,"30","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-12-15 12:15:00",8,"10.58","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-12-15 12:15:00",8,"70","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-12-15 12:15:00",8,"2.8","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-12-15 12:15:00",8,"0.04","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-12-15 12:15:00",8,"0.824","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-12-15 12:15:00",8,"6.81","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-12-15 12:15:00",8,"6.7","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-11-15 13:10:00",8,"93","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-11-15 13:10:00",8,"10.02","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-11-15 13:10:00",8,"6.8","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-11-15 13:10:00",8,"0.385","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-11-15 13:10:00",8,"0.024","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-11-15 13:10:00",8,"0","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-11-15 13:10:00",8,"8.82","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-11-15 13:10:00",8,"10","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-07-14 14:00:00",8,"20","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-07-14 14:00:00",8,"0","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-07-14 14:00:00",8,"9.53","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-07-14 14:00:00",8,"0.019","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-07-14 14:00:00",8,"6.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-07-14 14:00:00",8,"14.03","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-07-14 14:00:00",8,"98","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-07-14 14:00:00",8,"0.415","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-06-16 14:20:00",8,"11.93","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-06-16 14:20:00",8,"6.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-06-16 14:20:00",8,"90","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-06-16 14:20:00",8,"30","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-06-16 14:20:00",8,"0.031","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-06-16 14:20:00",8,"0.315","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-06-16 14:20:00",8,"8.9","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-06-16 14:20:00",8,"0.2","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-05-12 13:55:00",8,"10","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-05-12 13:55:00",8,"0.5","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-05-12 13:55:00",8,"0.025","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-05-12 13:55:00",8,"0.413","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-05-12 13:55:00",8,"13.05","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-05-12 13:55:00",8,"92","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-05-12 13:55:00",8,"7.3","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-05-12 13:55:00",8,"12.29","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-04-20 13:10:00",8,"25","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-04-20 13:10:00",8,"10.17","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-04-20 13:10:00",8,"0","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-04-20 13:10:00",8,"0.026","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-04-20 13:10:00",8,"91","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-04-20 13:10:00",8,"6.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-04-20 13:10:00",8,"11.54","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-04-20 13:10:00",8,"0.629","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-03-15 13:00:00",8,"6.9","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-03-15 13:00:00",8,"7.88","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-03-15 13:00:00",8,"12.15","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-03-15 13:00:00",8,"84","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-03-15 13:00:00",8,"0.033","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-03-15 13:00:00",8,"0.643","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-03-15 13:00:00",8,"2.5","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-03-15 13:00:00",8,"35","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-02-09 14:00:00",8,"20","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-02-09 14:00:00",8,"10.13","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-02-09 14:00:00",8,"1.1","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-02-09 14:00:00",8,"0.032","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-02-09 14:00:00",8,"93","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-02-09 14:00:00",8,"6.7","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-02-09 14:00:00",8,"8.54","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-02-09 14:00:00",8,"0.893","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-01-12 13:30:00",8,"0.657","mg/L      ","Nitrate-Nitrite as N","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-01-12 13:30:00",8,"6.5","Std. Units","pH","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-01-12 13:30:00",8,"8.45","C         ","Temperature, water","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-01-12 13:30:00",8,"75","uS/cm     ","Specific Conductivity (at 25 deg C)","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-01-12 13:30:00",8,"0.025","mg/L      ","Total Phosphorus","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-01-12 13:30:00",8,"1.7","NTU or FNU","Turbidity","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-01-12 13:30:00",8,"10.35","mg/L      ","Dissolved Oxygen","External_files",,,"Water","See TC Env Health files",,0
1172,"EH-CHESC0130","Scatter Creek @ Gibson Road","GAGE0141","46.82503","-122.96057","2010-01-12 13:30:00",8,"10","#cfu/100ml","Fecal Coliform","External_files",,,"Water","See TC Env Health files",,0
